,ID,Class,Title,Year,Semester,course evaluation,attendance rate,learning load,course difficulty,teaching ability,achievement level,recommendation rate
57286,IFLS012,LC,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,3.2,1.0,2.2,2.5,5.0,1.8,
57287,IFLS012,LB,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,4.4,1.0,3.1,2.8,5.0,3.5,
57289,IFLS012,L9,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,4.3,1.0,1.8,2.4,4.8,3.2,
57290,IFLS012,L8,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,3.7,0.75,3.0,2.5,4.3,3.2,
57291,IFLS012,L7,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,3.7,0.75,4.2,2.8,4.3,2.9,
57294,IFLS012,L4,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,4.3,1.0,3.3,2.8,5.0,3.3,
57295,IFLS012,L3,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,4.2,1.0,2.5,2.6,4.5,3.5,
57296,IFLS012,L2,ACADEMIC ENGLISHⅡ(영강) 초급반(일반 2012-2019학번),2019,2학기,4.6,1.0,2.6,2.3,4.8,3.7,
57299,IFLS012,F7,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,3.5,1.0,2.5,3.1,4.9,3.1,
57300,IFLS012,F6,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,4.2,1.0,2.9,2.9,4.6,3.6,
57301,IFLS012,F5,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,4.0,1.0,1.4,2.2,5.0,3.2,
57303,IFLS012,F3,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,3.7,1.0,4.5,3.2,4.5,3.0,
57304,IFLS012,F1,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,3.0,1.0,1.4,1.6,5.0,3.2,
57305,IFLS012,E9,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,4.4,1.0,3.6,3.0,5.0,4.4,
57307,IFLS012,E7,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,3.9,1.0,3.2,2.7,4.7,3.5,
57308,IFLS012,E6,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,4.3,1.0,3.3,2.8,4.8,3.5,
57309,IFLS012,E5,"ACADEMIC ENGLISHⅡ(영강) 사범대학, 디자인조형학부(1학년 우선 신청)",2019,2학기,3.8,1.0,2.8,2.8,4.5,3.0,
57311,IFLS012,E3,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,4.3,0.75,2.5,2.1,4.4,2.9,
57313,IFLS012,D9,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,4.1,1.0,2.8,2.8,5.0,3.8,
57314,IFLS012,D8,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,3.9,1.0,2.5,2.5,5.0,3.0,
57315,IFLS012,D7,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,3.3,0.75,2.3,2.7,3.7,2.7,
57318,IFLS012,D4,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,4.2,1.0,2.2,3.2,4.7,3.7,
57319,IFLS012,D3,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,4.1,0.75,2.9,2.8,4.3,3.3,
57320,IFLS012,D1,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,4.5,1.0,2.5,2.3,4.8,3.5,
57321,IFLS012,C8,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,3.6,0.75,2.2,2.0,3.6,1.8,
57322,IFLS012,C7,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,4.2,1.0,2.3,2.8,4.5,2.7,
57323,IFLS012,C6,"ACADEMIC ENGLISHⅡ(영강) 간호대학, 보건과학대학(1학년 우선 신청)",2019,2학기,3.0,0.75,2.3,3.0,4.2,2.5,
57324,IFLS012,C5,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.0,1.0,3.2,3.2,4.8,4.2,
57325,IFLS012,C4,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,3.5,1.0,4.0,2.8,5.0,3.2,
57326,IFLS012,C3,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.2,1.0,2.6,2.5,4.9,3.1,
57328,IFLS012,C1,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.4,0.75,3.0,2.5,4.2,3.3,
57329,IFLS012,B9,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,3.4,1.0,4.6,4.4,4.8,4.0,
57330,IFLS012,B8,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.2,1.0,3.7,3.6,4.9,4.3,
57332,IFLS012,B6,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.2,1.0,2.2,2.6,4.5,3.0,
57333,IFLS012,B5,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.2,1.0,2.8,3.2,5.0,3.8,
57334,IFLS012,B4,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,3.6,1.0,2.8,3.0,4.6,2.4,
57336,IFLS012,B2,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.0,1.0,3.3,3.0,4.9,3.9,
57337,IFLS012,B1,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.2,1.0,3.9,3.4,4.7,4.3,
57338,IFLS012,A9,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.4,1.0,2.2,2.5,4.7,3.6,
57341,IFLS012,A5,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.3,1.0,2.5,2.7,4.6,3.9,
57343,IFLS012,A2,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,3.0,1.0,3.4,3.3,4.9,2.9,
57344,IFLS012,A1,"ACADEMIC ENGLISHⅡ(영강) 생명과학대학, 의과대학, 이과대학(1학년 우선 신청)",2019,2학기,4.0,0.75,3.3,3.0,4.4,3.4,
57346,IFLS012,94,ACADEMIC ENGLISHⅡ(영강) 컴퓨터학과(1학년 우선 신청),2019,2학기,3.9,1.0,3.4,2.7,5.0,3.0,
57349,IFLS012,90,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.2,1.0,3.0,2.0,4.8,3.3,
57350,IFLS012,89,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,3.7,1.0,3.2,2.8,4.7,3.0,
57351,IFLS012,88,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.5,0.75,2.5,2.3,3.8,3.6,
57352,IFLS012,87,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.8,1.0,3.2,2.0,4.7,3.7,
57353,IFLS012,86,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,3.7,1.0,3.5,3.3,4.7,3.0,
57354,IFLS012,85,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.2,1.0,2.6,2.8,4.6,4.2,
57355,IFLS012,84,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.6,0.75,2.3,2.2,3.9,3.8,
57356,IFLS012,83,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.3,1.0,4.1,3.5,4.9,4.3,
57357,IFLS012,82,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,3.8,1.0,3.2,2.8,5.0,3.3,
57358,IFLS012,81,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,3.8,1.0,3.5,2.6,4.9,3.4,
57359,IFLS012,80,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.7,1.0,2.8,2.2,4.7,3.3,
57360,IFLS012,79,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,2.7,1.0,3.3,2.7,4.7,2.3,
57361,IFLS012,78,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,3.8,0.75,2.8,3.0,4.2,3.7,
57362,IFLS012,77,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,3.8,1.0,3.7,2.8,4.8,3.5,
57363,IFLS012,76,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.2,1.0,1.3,1.5,4.7,3.8,
57365,IFLS012,74,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.7,1.0,2.1,1.9,4.7,3.7,
57366,IFLS012,73,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.6,1.0,1.7,1.8,4.5,3.5,
57367,IFLS012,72,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.4,1.0,3.9,3.1,5.0,4.5,
57368,IFLS012,71,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.7,0.75,2.8,2.5,4.1,4.3,
57369,IFLS012,70,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,4.8,0.75,2.1,2.5,3.8,4.1,
57371,IFLS012,67,"ACADEMIC ENGLISHⅡ(영강) 공과대학, 정보보호학부(1학년 우선 신청)",2019,2학기,3.8,1.0,3.0,2.6,4.8,3.4,
57372,IFLS012,66,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,4.1,1.0,2.4,2.3,4.8,3.6,
57373,IFLS012,65,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,3.6,1.0,2.1,2.4,4.5,3.3,
57375,IFLS012,63,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,3.6,0.75,4.0,3.6,4.4,3.6,
57376,IFLS012,62,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,4.4,0.75,2.9,2.4,4.3,3.2,
57378,IFLS012,60,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,4.1,0.75,3.6,3.4,4.4,4.2,
57379,IFLS012,59,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,4.0,0.75,3.2,3.4,4.2,3.8,
57380,IFLS012,57,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,3.6,0.75,1.9,2.1,4.0,2.5,
57381,IFLS012,56,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,4.5,1.0,3.2,2.7,4.7,3.4,
57382,IFLS012,55,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,4.2,1.0,2.1,2.9,4.5,3.3,
57383,IFLS012,54,"ACADEMIC ENGLISHⅡ(영강) 문과대학(사학, 사회학, 심리, 언어, 철학, 한국사학, 한문학) (1학년 우선 신청)",2019,2학기,4.3,1.0,2.4,2.6,5.0,3.1,
57384,IFLS012,53,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,4.6,0.75,1.9,3.1,4.0,2.7,
57386,IFLS012,51,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,3.3,1.0,3.2,3.0,4.7,3.5,
57387,IFLS012,50,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,4.4,1.0,2.9,3.0,4.8,4.0,
57390,IFLS012,47,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,2.8,1.0,3.0,2.8,4.8,3.0,
57391,IFLS012,46,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,3.2,0.75,3.8,3.8,3.6,2.6,
57392,IFLS012,45,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,3.4,0.75,3.7,3.5,4.4,3.0,
57393,IFLS012,44,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,3.5,1.0,2.3,2.8,5.0,3.1,
57394,IFLS012,41,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,3.8,1.0,3.4,3.3,4.8,3.8,
57397,IFLS012,38,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,4.5,0.75,3.3,3.1,4.5,4.1,
57398,IFLS012,37,"ACADEMIC ENGLISHⅡ(영강) 문과대학(국문, 노문, 독문, 불문, 서문, 영문, 일문, 중문) (1학년 우선 신청)",2019,2학기,3.8,1.0,3.2,3.2,4.6,3.6,
57399,IFLS012,36,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,4.6,0.75,2.6,3.5,3.6,3.9,
57400,IFLS012,35,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,4.4,1.0,3.3,2.9,4.6,3.6,
57402,IFLS012,33,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,3.8,1.0,2.1,2.5,4.5,2.6,
57403,IFLS012,32,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,3.7,0.5,2.7,3.0,3.4,2.7,
57405,IFLS012,30,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,3.8,0.75,4.0,3.4,3.8,3.6,
57407,IFLS012,28,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,3.5,0.5,3.6,3.5,3.3,2.4,
57409,IFLS012,26,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,3.6,1.0,3.6,3.0,5.0,2.6,
57410,IFLS012,25,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,3.1,0.75,3.1,3.1,4.1,2.3,
57414,IFLS012,21,"ACADEMIC ENGLISHⅡ(영강) 정경대학, 미디어학부, 국제학부(1학년 우선 신청)",2019,2학기,4.0,0.75,3.1,2.9,4.2,3.1,
57417,IFLS012,17,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.5,1.0,1.9,2.1,4.8,2.6,
57418,IFLS012,16,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.1,1.0,3.4,3.3,4.7,3.8,
57419,IFLS012,15,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.5,0.75,3.2,2.8,4.3,3.1,
57420,IFLS012,14,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,3.8,1.0,1.8,2.4,4.8,2.4,
57421,IFLS012,13,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,3.3,1.0,4.5,3.7,5.0,3.0,
57422,IFLS012,12,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.2,0.75,2.5,2.5,4.4,3.2,
57423,IFLS012,11,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,3.3,0.75,1.8,1.3,4.2,3.2,
57424,IFLS012,10,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.1,1.0,3.0,3.0,4.6,3.5,
57425,IFLS012,09,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,3.7,0.75,4.8,3.2,4.3,3.3,
57426,IFLS012,08,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,2.6,0.75,3.8,3.6,3.8,3.0,
57427,IFLS012,07,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.0,1.0,2.8,3.1,5.0,3.8,
57428,IFLS012,05,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,3.8,1.0,3.7,3.2,4.8,3.7,
57429,IFLS012,04,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.0,0.75,2.9,3.1,3.9,3.0,
57430,IFLS012,03,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,4.1,1.0,1.3,2.0,4.8,2.6,
57431,IFLS012,02,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,3.4,0.75,2.3,2.6,4.4,2.6,
57432,IFLS012,01,"ACADEMIC ENGLISHⅡ(영강) 경영대학, 자유전공학부(1학년 우선 신청)",2019,2학기,3.3,0.75,3.8,3.2,4.3,3.5,
57433,IFLS011,RB,ACADEMIC ENGLISHⅠ(영강) 초급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,4.5,1.0,2.8,2.0,4.7,3.0,
57434,IFLS011,RA,ACADEMIC ENGLISHⅠ(영강) 초급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,3.2,0.75,3.2,2.4,4.2,2.8,
57435,IFLS011,R8,ACADEMIC ENGLISHⅠ(영강) 중급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,3.4,1.0,3.0,2.2,5.0,2.0,
57436,IFLS011,R7,ACADEMIC ENGLISHⅠ(영강) 중급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,3.3,1.0,2.7,2.1,4.9,2.8,
57437,IFLS011,R6,ACADEMIC ENGLISHⅠ(영강) 중급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,3.6,1.0,2.2,2.4,4.6,2.8,
57440,IFLS011,R3,ACADEMIC ENGLISHⅠ(영강) 중급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,3.7,0.75,2.5,2.0,4.3,2.5,
57441,IFLS011,R2,ACADEMIC ENGLISHⅠ(영강) 중급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,3.7,0.5,2.7,2.4,3.0,2.6,
57442,IFLS011,R1,ACADEMIC ENGLISHⅠ(영강) 중급 재수강/미이수자/재외국민신입(2학기)반,2019,2학기,4.0,0.75,3.6,3.4,4.0,3.0,
57654,GEKS006,HH,1학년세미나 II 물리학과,2019,2학기,4.5,1.0,1.0,1.0,4.7,2.3,
57866,GEKS006,BB,1학년세미나 II 경영학과,2019,2학기,5.0,0.0,1.4,1.4,1.4,2.4,
57912,GEKS006,36,1학년세미나 II 전기전자공학부,2019,2학기,3.4,0.25,1.8,1.0,2.2,1.0,
57916,ITCS403,00,모바일포렌식,2019,2학기,4.5,1.0,3.2,3.4,4.5,4.1,
57917,ITCS402,00,SW보안프로젝트,2019,2학기,4.3,1.0,2.7,3.2,4.9,3.5,
57919,JURA420,00,국제거래법,2019,2학기,3.5,0.5,3.9,3.7,3.4,3.6,
57920,JURA252,00,고용복지와법,2019,2학기,3.9,0.25,3.9,3.3,1.5,4.1,
57921,JURA245,00,민사소송법,2019,2학기,3.7,0.0,4.6,4.4,1.3,3.9,
57922,JURA244,00,형법,2019,2학기,3.8,0.75,4.3,4.2,4.5,4.1,
57923,JURA242,03,민법,2019,2학기,3.9,0.25,4.3,3.5,2.5,3.5,
57924,JURA242,02,민법,2019,2학기,4.1,0.25,4.3,3.9,1.5,4.4,
57925,JURA241,02,헌법,2019,2학기,3.5,0.25,2.9,3.1,1.8,3.6,
57926,JURA241,01,헌법,2019,2학기,3.8,0.25,3.8,3.3,2.2,3.7,
57927,JURA206,00,형사소송법 NeMo 강좌,2019,2학기,4.3,0.75,3.6,2.9,3.7,3.8,
57928,JURA204,02,회사법,2019,2학기,2.3,0.0,1.8,2.2,1.2,1.7,
57929,JURA204,01,회사법,2019,2학기,4.5,0.75,3.5,3.0,4.5,4.0,
57932,KMCE101,00,미래의학,2019,2학기,4.1,1.0,3.1,3.1,4.8,3.5,
57933,BNCS401,00,뇌및머신러닝입문(영강),2019,2학기,2.9,0.5,3.5,3.8,3.4,3.4,
57934,BNCS311,00,뇌및인지과학개론(영강),2019,2학기,4.5,0.25,2.0,2.4,2.0,3.7,
57938,CYDF400,00,과목48,2019,2학기,3.4,1.0,2.6,3.3,5.0,2.9,
57941,CYDF318,00,과목45(영강),2019,2학기,3.6,0.5,3.6,3.2,2.6,4.2,
57942,CYDF315,00,과목42(영강) 수업시간 : 15:30-18:30분,2019,2학기,4.6,0.25,3.3,3.2,2.2,4.4,
57944,CYDF300,00,과목26,2019,2학기,4.8,0.25,4.4,3.9,1.6,4.8,
57947,CYDF218,00,과목66,2019,2학기,5.0,1.0,2.9,2.5,4.5,4.3,
57948,CYDF216,00,과목25(영강),2019,2학기,4.0,1.0,4.8,3.8,4.8,4.0,
57949,CYDF213,00,과목22,2019,2학기,3.3,0.25,4.9,4.9,2.0,4.0,
57950,CYDF210,00,과목17(영강),2019,2학기,2.1,0.0,3.2,4.2,1.3,2.6,
57954,CYDF184,00,과목77,2019,2학기,2.6,1.0,2.2,1.8,5.0,2.8,
57960,COSE474,01,딥러닝(영강),2019,2학기,3.2,0.0,4.0,3.9,1.2,3.5,
57961,COSE472,00,정보검색,2019,2학기,3.8,0.75,4.4,4.1,3.5,4.2,
57962,COSE453,00,소프트웨어프로젝트관리,2019,2학기,3.0,1.0,2.3,2.1,4.5,2.1,
57963,COSE451,00,소프트웨어보안(영강),2019,2학기,3.3,0.5,2.6,2.9,2.9,3.4,
57964,COSE444,00,클라우드컴퓨팅,2019,2학기,2.9,1.0,4.0,3.9,4.8,3.3,
57965,COSE442,00,무선통신(영강),2019,2학기,3.4,0.5,2.2,2.6,3.3,2.4,
57966,COSE436,00,인터렉티브시각화,2019,2학기,4.3,1.0,3.6,3.8,4.7,3.8,
57967,COSE434,00,게임프로그래밍,2019,2학기,3.5,0.25,3.2,4.2,1.8,3.1,
57968,COSE395,00,사물인터넷설계,2019,2학기,4.4,1.0,2.6,2.5,4.7,3.4,
57969,COSE392,00,창의적소프트웨어설계,2019,2학기,3.3,0.5,2.9,3.0,3.4,3.2,
57970,COSE389,00,기업가정신과리더쉽,2019,2학기,3.2,1.0,1.8,2.0,4.6,2.4,
57971,COSE382,00,확률및랜덤과정,2019,2학기,3.9,0.25,3.6,3.5,1.5,3.5,
57972,COSE380,00,디지털신호처리,2019,2학기,3.6,0.0,3.8,4.1,1.1,3.2,
57973,COSE371,00,데이터베이스,2019,2학기,3.9,0.25,4.0,3.8,2.3,4.0,
57974,COSE362,03,기계학습,2019,2학기,3.4,0.0,4.1,4.4,1.4,3.3,
57975,COSE362,02,기계학습,2019,2학기,3.7,0.0,3.7,3.8,1.2,3.7,
57976,COSE362,01,기계학습,2019,2학기,3.6,0.0,4.4,4.3,1.1,3.8,
57977,COSE354,00,정보보호(영강),2019,2학기,4.0,1.0,4.3,4.2,4.5,4.2,
57978,COSE352,02,소프트웨어공학(영강),2019,2학기,3.2,0.0,2.9,2.9,1.2,2.0,
57979,COSE352,01,소프트웨어공학,2019,2학기,2.8,0.25,3.3,3.1,2.3,3.0,
57980,COSE342,01,컴퓨터네트워크 신임교수임용예정,2019,2학기,3.9,0.0,3.7,3.3,1.4,3.6,
57981,COSE342,00,컴퓨터네트워크,2019,2학기,3.8,0.75,3.5,3.4,3.8,3.6,
57982,COSE341,00,운영체제,2019,2학기,3.3,0.0,3.0,3.2,1.0,3.2,
57983,COSE322,00,시스템프로그래밍,2019,2학기,4.1,0.0,3.7,3.9,1.1,3.8,
57984,COSE242,02,데이터통신,2019,2학기,3.9,0.25,4.3,3.3,1.6,3.7,
57985,COSE242,01,데이터통신,2019,2학기,3.2,0.75,4.3,3.6,4.4,2.8,
57986,COSE222,03,컴퓨터구조,2019,2학기,2.4,0.5,2.7,3.0,3.4,2.3,
